"lsoa11cd","CAUTH18NM","lsoa11nm","st_areasha","st_lengths","IMD_Rank","IMD_Decile","IMDScore","IMDRank0","IMDDec0","IncScore","IncRank","IncDec","EmpScore","EmpRank","EmpDec","EduScore","EduRank","EduDec","HDDScore","HDDRank","HDDDec","CriScore","CriRank","CriDec","BHSScore","BHSRank","BHSDec","EnvScore","EnvRank","EnvDec","IDCScore","IDCRank","IDCDec","IDOScore","IDORank","IDODec","CYPScore","CYPRank","CYPDec","ASScore","ASRank","ASDec","GBScore","GBRank","GBDec","WBScore","WBRank","WBDec","IndScore","IndRank","IndDec","OutScore","OutRank","OutDec","TotPop","DepChi","Pop16_59","Pop60.","WorkPop"
"E01006475","Liverpool City Region","Knowsley 016D",360100.5949635,3665.97854090241,13557,5,20.996,13557,5,0.122,13485,5,0.094,13565,5,14.655,17629,6,1.125,3352,2,0.112,14950,5,8.961,29542,9,18.724,16246,5,0.125,16527,6,0.17,12333,4,-0.211,19565,6,0.308,15054,5,-0.209,19406,6,-1.858,25179,8,-0.037,17030,6,0.352,10081,4,1492,187,754,551,763
"E01006476","Liverpool City Region","Knowsley 016E",281365.4401695,3147.80090350166,23844,8,10.541,23844,8,0.06,23677,8,0.056,22578,7,7.678,24280,8,0.316,11420,4,-0.558,24555,8,21.469,14934,5,9,25089,8,0.062,25195,8,0.098,20369,7,-0.653,25953,8,0.255,21096,7,0.733,5514,2,-2.658,28373,9,-1.184,30211,10,0.231,11702,4,1374,180,800,394,817
"E01006477","Liverpool City Region","Knowsley 015A",470201.4090155,3676.62126563812,3349,2,43.54,3349,2,0.274,3065,1,0.201,3094,1,47.162,3732,2,1.296,2371,1,0.175,13914,5,10.8,27849,9,38.563,4773,2,0.343,2821,1,0.312,4226,2,1.046,3401,2,0.443,4356,2,-0.821,28203,9,0.1,14689,5,0.977,4039,2,0.235,11636,4,1564,347,928,289,944.25
"E01006478","Liverpool City Region","Knowsley 015B",769690.096465,5385.21771099955,1648,1,53.654,1648,1,0.363,830,1,0.278,729,1,40.36,5280,2,1.456,1638,1,0.224,13127,4,18.158,18927,6,25.095,11725,4,0.421,1098,1,0.407,1738,1,0.353,10715,4,0.486,2542,1,-0.062,16777,6,0.485,12838,4,0.476,9538,3,0.102,13619,5,1498,289,901,308,889.5
"E01006479","Liverpool City Region","Knowsley 015C",235130.0499295,2935.722500531,5054,2,37.484,5054,2,0.266,3374,2,0.188,3822,2,37.818,5958,2,1.025,4050,2,-0.023,17035,6,10.885,27755,9,28.305,9781,3,0.354,2523,1,0.322,3869,2,0.763,5831,2,0.41,6169,2,-0.526,24454,8,-0.306,16839,6,0.567,8358,3,0.248,11461,4,1386,277,805,304,811.75
"E01006480","Liverpool City Region","Knowsley 015D",236367.2456975,2500.75208922551,634,1,63.364,634,1,0.413,295,1,0.317,316,1,56.002,2252,1,1.886,487,1,0.028,16251,5,19.806,16874,6,24.145,12324,4,0.492,367,1,0.406,1751,1,1.074,3200,1,0.505,1912,1,-0.143,18213,6,1.079,10181,4,0.324,11561,4,0.314,10558,4,1362,283,731,348,742.25
"E01006481","Liverpool City Region","Knowsley 015E",647308.049869,4870.73324004479,2196,1,49.921,2196,1,0.286,2698,1,0.23,1909,1,48.788,3456,2,2.131,237,1,0.419,10181,4,14.146,24047,8,23.965,12447,4,0.27,5871,2,0.398,1901,1,0.516,8651,3,0.525,1323,1,-0.728,27151,9,0.817,11303,4,0.337,11397,4,0.27,11134,4,1369,224,785,360,782.75
"E01006482","Liverpool City Region","Knowsley 011B",328834.044788,3787.17159822002,4562,2,39.043,4562,2,0.239,4568,2,0.182,4198,2,47.454,3671,2,1.232,2692,1,0.343,11271,4,13.671,24615,8,26.677,10763,4,0.313,3849,2,0.249,6981,3,0.999,3777,2,0.454,3819,2,-0.396,22474,7,0.177,14295,5,0.226,12948,4,0.766,5915,2,1618,361,917,340,893.25
"E01006483","Liverpool City Region","Knowsley 011C",191071.8458915,2745.89903784875,2276,1,49.361,2276,1,0.314,1837,1,0.251,1257,1,51.081,3051,1,1.359,2040,1,-0.055,17495,6,12.6,25888,8,32.735,7328,3,0.332,3179,1,0.353,2955,1,0.725,6227,2,0.518,1529,1,-0.512,24244,8,0.121,14573,5,0.74,6377,2,0.303,10692,4,1335,250,729,356,738.5
"E01006484","Liverpool City Region","Knowsley 011D",251233.5398465,2646.01175379461,2217,1,49.76,2217,1,0.297,2282,1,0.227,2011,1,57.422,2051,1,1.532,1354,1,0.54,8538,3,17.998,19132,6,25.275,11602,4,0.317,3722,2,0.437,1262,1,1.197,2396,1,0.495,2229,1,-0.021,16047,5,0.319,13620,5,0.189,13480,5,0.686,6617,3,1409,278,854,277,852
"E01006485","Liverpool City Region","Knowsley 014B",346935.8769585,3586.54558220424,11122,4,24.402,11122,4,0.143,11159,4,0.107,11426,4,23.435,11653,4,0.788,6019,2,-0.098,18102,6,8.225,30146,10,38.331,4871,2,0.157,13393,5,0.189,10826,4,0.15,13700,5,0.361,9782,3,-0.52,24372,8,-1.125,21405,7,0.881,4895,2,0.508,8329,3,1603,313,939,351,942.5
"E01006486","Liverpool City Region","Knowsley 014C",159264.5645845,2212.96218506213,13019,4,21.671,13019,4,0.112,14625,5,0.099,12697,4,12.746,19272,6,0.594,8001,3,0.194,13612,5,3.304,32539,10,45.477,2787,1,0.186,11064,4,0.126,16705,6,-0.6,25244,8,0.32,13807,5,-1.098,30474,10,-2.14,26452,9,1.111,3036,1,0.568,7712,3,1136,177,656,303,666.75
"E01006487","Liverpool City Region","Knowsley 014D",198512.6918665,2151.14090599453,13969,5,20.462,13969,5,0.098,16602,6,0.096,13245,5,15.165,17236,6,0.674,7135,3,-0.087,17945,6,4.856,32081,10,42.188,3613,2,0.098,19716,7,0.126,16618,6,-0.533,24375,8,0.342,11510,4,-0.815,28131,9,-1.818,24984,8,0.976,4046,2,0.637,7067,3,1468,242,822,404,828.25
"E01006488","Liverpool City Region","Knowsley 014E",403292.978665,3609.95954111541,14883,5,19.428,14883,5,0.076,20237,7,0.087,14878,5,19.398,14146,5,0.565,8342,3,0.295,12004,4,6.923,31015,10,38.857,4662,2,0.051,27192,9,0.146,14552,5,-0.004,16169,5,0.338,11918,4,-0.314,21118,7,-2.467,27714,9,0.927,4446,2,0.414,9325,3,1827,323,1039,465,1057
"E01006489","Liverpool City Region","Knowsley 014F",169783.116889,2526.31644960569,12730,4,22.059,12730,4,0.111,14861,5,0.098,12811,4,17.813,15262,5,0.81,5802,2,0.017,16416,5,5.03,32030,10,40.208,4193,2,0.107,18649,6,0.214,9070,3,-0.2,19406,6,0.343,11430,4,-0.791,27871,9,-1.789,24832,8,0.96,4173,2,0.467,8748,3,1399,268,827,304,830.5
"E01006490","Liverpool City Region","Knowsley 002E",371056.5012585,4126.76210583539,16336,5,17.772,16336,5,0.09,17957,6,0.081,16018,5,23.529,11601,4,0.734,6544,2,-0.463,23263,8,15.001,23015,8,19.668,15546,5,0.104,18928,6,0.186,11054,4,0.508,8753,3,0.308,15155,5,0.205,12193,4,-1.495,23370,8,0.332,11453,4,-0.259,19632,6,2745,705,1791,249,1772.75
"E01006491","Liverpool City Region","Knowsley 002F",359415.58721,3434.87240678557,15057,5,19.232,15057,5,0.1,16317,5,0.083,15634,5,22.579,12193,4,0.748,6390,2,-0.538,24298,8,25.255,10870,4,14.022,20093,7,0.118,17224,6,0.176,11795,4,0.325,11076,4,0.327,13080,4,0.858,4435,2,-1.802,24890,8,-0.037,17028,6,-0.219,18982,6,2122,544,1320,258,1322
"E01006492","Liverpool City Region","Knowsley 001B",202169.5884765,3184.6524314689,5188,2,37.092,5188,2,0.21,6067,2,0.177,4518,2,42.35,4790,2,1.49,1519,1,-0.365,21961,7,13.808,24455,8,30.019,8800,3,0.273,5698,2,0.262,6335,2,0.618,7438,3,0.471,3111,1,-0.217,19532,6,-0.203,16265,5,0.746,6297,2,-0.031,15799,5,1306,247,713,346,748
"E01006493","Liverpool City Region","Knowsley 001C",420737.173457,4272.43648670774,82,1,75.8,82,1,0.559,5,1,0.37,82,1,79.433,309,1,2.459,80,1,0.69,6620,3,26.29,9898,4,14.893,19304,6,0.619,32,1,0.689,70,1,1.437,1228,1,0.596,239,1,0.193,12365,4,1.561,8368,3,-0.068,17541,6,-0.039,15923,5,1086,282,586,218,580.75
"E01006494","Liverpool City Region","Knowsley 001D",479841.375081,4581.53313909141,66,1,76.636,66,1,0.536,12,1,0.367,88,1,91.003,48,1,2.438,87,1,0.776,5681,2,21.623,14752,5,16.907,17668,6,0.655,16,1,0.513,566,1,1.718,480,1,0.661,16,1,-0.061,16737,6,1.278,9410,3,-0.028,16896,6,0.134,13098,4,1404,413,764,227,761.25
"E01006495","Liverpool City Region","Knowsley 001E",582741.012454,4686.08248949351,2057,1,50.821,2057,1,0.322,1606,1,0.208,2759,1,56.501,2177,1,1.468,1605,1,0.696,6550,2,24.617,11503,4,24.633,12004,4,0.351,2598,1,0.545,384,1,1.177,2527,1,0.492,2323,1,0.402,9240,3,0.44,13034,4,0.411,10378,4,0.191,12262,4,1998,527,1197,274,1178.25
"E01006496","Liverpool City Region","Knowsley 009C",405860.2216905,3517.28748433471,5716,2,35.493,5716,2,0.194,7027,3,0.165,5338,2,36.538,6299,2,1.553,1286,1,-0.506,23884,8,16.544,20991,7,31.219,8146,3,0.264,6146,2,0.252,6796,3,0.616,7461,3,0.422,5422,2,-0.038,16326,5,-0.008,15248,5,0.657,7229,3,0.337,10275,4,1353,214,804,335,810
"E01006497","Liverpool City Region","Knowsley 013A",569304.7665685,4743.43219684126,7102,3,31.951,7102,3,0.159,9705,3,0.169,5028,2,23.326,11712,4,1.218,2777,1,0.471,9460,3,7.357,30772,10,34.106,6633,3,0.199,10150,4,0.144,14713,5,-0.085,17490,6,0.387,7699,3,-0.621,25825,8,-1.2,21813,7,0.636,7504,3,0.708,6416,2,1051,165,603,283,608
"E01006498","Liverpool City Region","Knowsley 009D",303643.973139,3230.43904952435,21111,7,12.943,21111,7,0.057,24408,8,0.07,18824,6,8.221,23712,8,0.729,6596,3,-0.848,27770,9,22.029,14294,5,10.212,23839,8,0.027,31059,10,0.122,17175,6,-1.276,31074,10,0.293,16766,6,0.749,5355,2,-2.481,27756,9,-0.859,27860,9,0.229,11721,4,1641,341,1011,289,999
"E01006499","Liverpool City Region","Knowsley 009E",449097.2586945,3719.41954731502,16002,5,18.158,16002,5,0.095,17046,6,0.087,14786,5,12.253,19718,7,0.36,10862,4,-0.443,23038,8,16.545,20988,7,39.893,4300,2,0.124,16652,6,0.12,17368,6,-0.504,23969,8,0.307,15206,5,0.258,11397,4,-1.196,21781,7,1.087,3201,1,0.022,14938,5,1751,294,1072,385,1060
"E01006500","Liverpool City Region","Knowsley 013B",187123.9782175,2442.85281667958,2373,1,48.702,2373,1,0.288,2587,1,0.247,1378,1,51.367,2987,1,1.725,808,1,-0.025,17069,6,13.113,25258,8,23.594,12710,4,0.376,1928,1,0.276,5655,2,0.924,4347,2,0.495,2233,1,-0.56,24941,8,0.336,13524,5,0.226,12941,4,0.437,9066,3,1117,212,614,291,610.5
"E01006501","Liverpool City Region","Knowsley 013C",649099.3744395,5996.30649504615,12128,4,22.899,12128,4,0.134,12156,4,0.092,13875,5,17.109,15734,5,0.914,4923,2,0.183,13802,5,27.485,8845,3,14.021,20095,7,0.137,15320,5,0.274,5764,2,0.071,14921,5,0.301,15863,5,0.882,4248,2,-1.099,21261,7,-0.468,23486,8,0.367,9915,4,1441,368,849,224,839.5
"E01006502","Liverpool City Region","Knowsley 017C",2281663.833899,9599.4256787034,12478,4,22.386,12478,4,0.11,14893,5,0.108,11341,4,21.992,12547,4,0.844,5507,2,-0.822,27517,9,15.805,21930,7,35.388,6064,2,0.124,16633,6,0.133,15799,5,0.084,14718,5,0.354,10369,4,0.316,10529,4,-1.849,25134,8,0.822,5460,2,0.352,10080,4,1701,229,857,615,907.25
"E01006503","Liverpool City Region","Knowsley 017D",4677807.867305,12515.5703036753,17795,6,16.158,17795,6,0.064,22803,7,0.099,12761,4,7.685,24271,8,0.571,8275,3,0.524,8738,3,5.014,32037,10,20.062,15238,5,0.052,26940,9,0.077,23840,8,-1,29373,9,0.277,18614,6,-0.564,24986,8,-2.476,27740,9,0.036,15876,5,0.386,9692,3,1291,162,624,505,636
"E01006504","Liverpool City Region","Knowsley 013D",183583.52547,2213.79137578989,1389,1,55.686,1389,1,0.347,1074,1,0.251,1261,1,58.142,1954,1,1.634,1030,1,0.049,15900,5,33.079,5033,2,13.232,20846,7,0.489,387,1,0.317,4036,2,1.176,2537,1,0.504,1949,1,0.738,5464,2,1.086,10154,4,-0.303,21197,7,0.103,13593,5,1301,297,783,221,748.75
"E01006505","Liverpool City Region","Knowsley 013E",404617.5496395,4326.00493555784,1840,1,52.24,1840,1,0.308,2000,1,0.244,1501,1,62.803,1417,1,1.5,1479,1,0.328,11517,4,24.147,11988,4,21.996,13851,5,0.352,2571,1,0.339,3331,2,1.191,2433,1,0.53,1214,1,0.247,11565,4,0.919,10877,4,0.049,15680,5,0.578,7627,3,1767,412,978,377,958.25
"E01006506","Liverpool City Region","Knowsley 004B",145109.9663275,3090.19243785264,2983,1,45.437,2983,1,0.215,5825,2,0.194,3475,2,38.71,5712,2,1.422,1771,1,0.349,11180,4,33.142,5005,2,51.317,1690,1,0.298,4475,2,0.162,12982,4,0.796,5530,2,0.413,5985,2,1.149,2688,1,-0.782,19470,6,1.402,1450,1,0.175,12493,4,1424,303,889,232,902.25
"E01006507","Liverpool City Region","Knowsley 004C",222917.831994,2553.92264028989,551,1,64.601,551,1,0.394,456,1,0.308,377,1,61.386,1585,1,2.081,270,1,0.415,10234,4,13.675,24611,8,30.743,8389,3,0.475,470,1,0.429,1385,1,0.961,4052,2,0.551,758,1,-0.546,24740,8,0.455,12965,4,0.534,8751,3,0.592,7498,3,1447,306,849,292,843.25
"E01006508","Liverpool City Region","Knowsley 004D",1166802.2651315,5920.85574447776,4519,2,39.164,4519,2,0.207,6270,2,0.187,3884,2,31.25,8090,3,1.413,1815,1,0.724,6238,2,23.8,12344,4,25.579,11425,4,0.228,8222,3,0.269,5975,2,0.075,14848,5,0.443,4357,2,0.487,8153,3,-0.128,15856,5,0.389,10684,4,0.345,10179,4,1397,288,877,232,881.5
"E01006509","Liverpool City Region","Knowsley 004E",497606.686079,3218.58213193662,704,1,62.488,704,1,0.381,582,1,0.275,789,1,54.066,2553,1,2.269,150,1,0.831,5104,2,18.266,18776,6,25.649,11382,4,0.391,1639,1,0.526,486,1,1.009,3688,2,0.502,2013,1,-0.236,19871,7,0.962,10711,4,0.356,11120,4,0.416,9304,3,1736,414,981,341,985.25
"E01006510","Liverpool City Region","Knowsley 004F",281057.7489695,4723.49951145018,5076,2,37.409,5076,2,0.17,8784,3,0.137,7804,3,39.508,5488,2,1.024,4064,2,1.096,2832,1,26.003,10176,4,42.436,3547,2,0.283,5169,2,0.161,13025,4,0.826,5220,2,0.414,5883,2,0.757,5280,2,-0.841,19783,7,1.098,3125,1,0.275,11077,4,1182,206,663,313,677.5
"E01006512","Liverpool City Region","Liverpool 031A",283906.8637755,3063.1687737286,14664,5,19.654,14664,5,0.066,22314,7,0.048,25368,8,15.487,16992,6,0.871,5284,2,-0.378,22148,7,18.889,18005,6,57.047,959,1,0.107,18608,6,0.344,3187,1,0.368,10520,4,0.213,25871,8,-0.63,25936,8,1.756,7696,3,1.476,1169,1,0.536,8031,3,2975,255,2639,81,2649.5
"E01006513","Liverpool City Region","Liverpool 060A",555037.1854225,5835.72574333968,11173,4,24.323,11173,4,0.026,31498,10,0.016,32529,10,43.037,4633,2,0.399,10341,4,1.047,3160,1,18.448,18553,6,68.645,128,1,0.164,12804,4,0.165,12685,4,1.723,467,1,0.18,28842,9,-1.661,32412,10,2.194,6349,2,1.713,571,1,0.974,4329,2,4418,103,4222,93,4257.75
"E01006514","Liverpool City Region","Liverpool 037A",262030.747956,3243.5031277588,3299,2,43.775,3299,2,0.264,3433,2,0.18,4308,2,9.196,22666,7,1.746,768,1,0.998,3534,2,18.85,18062,6,47.284,2391,1,0.257,6487,2,0.474,834,1,-0.12,18077,6,0.207,26462,9,-0.796,27935,9,1.926,7149,3,1.173,2618,1,0.55,7888,3,1760,87,1439,234,1538.25
"E01006515","Liverpool City Region","Liverpool 037B",366499.7548705,4273.69426292234,1875,1,51.962,1875,1,0.343,1153,1,0.197,3318,2,40.314,5291,2,1.717,830,1,1.227,2100,1,17.083,20337,7,30.037,8788,3,0.474,482,1,0.67,95,1,1.02,3605,2,0.385,7812,3,-0.548,24756,8,1.25,9523,3,0.491,9315,3,0.615,7285,3,1438,176,1013,249,1014.75
"E01006518","Liverpool City Region","Liverpool 044A",235181.260598,2743.74637035793,330,1,68.396,330,1,0.396,436,1,0.315,328,1,56.036,2244,1,2.1,253,1,1.048,3153,1,18.839,18073,6,38.856,4663,2,0.396,1526,1,0.504,619,1,1.083,3151,1,0.505,1937,1,-0.634,25987,8,1.751,7716,3,0.881,4896,2,0.564,7747,3,1732,287,971,474,993
"E01006519","Liverpool City Region","Liverpool 056A",505501.303312,4257.25706396458,24274,8,10.183,24274,8,0.041,28392,9,0.042,27302,9,1.611,31313,10,0.258,12202,4,0.045,15969,5,12.261,26266,8,34.458,6493,2,0.031,30515,10,0.047,29713,10,-1.412,31661,10,0.169,29562,10,0.22,11967,4,-3.337,30323,10,0.814,5544,2,0.273,11103,4,1267,240,692,335,696.25
"E01006520","Liverpool City Region","Liverpool 043A",259434.8349625,3349.47037884708,3448,2,43.117,3448,2,0.223,5335,2,0.181,4233,2,8.916,22955,7,1.865,530,1,1.346,1555,1,15.347,22550,7,45.122,2867,1,0.138,15190,5,0.462,947,1,-0.033,16633,6,0.171,29458,9,-0.316,21169,7,0.433,13067,4,1.056,3430,2,0.705,6445,2,1690,73,1314,303,1366.5
"E01006521","Liverpool City Region","Liverpool 052A",603082.4078345,4230.44626399733,9780,3,26.67,9780,3,0.154,10118,4,0.138,7632,3,16.553,16153,5,0.917,4893,2,0.71,6393,2,13.579,24721,8,19.45,15720,5,0.158,13302,5,0.189,10774,4,0.482,9074,3,0.199,27190,9,-0.574,25143,8,0.477,12864,4,-0.123,18405,6,0.56,7786,3,1817,221,1099,497,1107.25
"E01006522","Liverpool City Region","Liverpool 048A",473781.55767,3929.58269350976,3648,2,42.285,3648,2,0.221,5490,2,0.187,3879,2,14.581,17694,6,1.873,515,1,0.973,3734,2,13.808,24457,8,43.922,3170,1,0.286,5020,2,0.392,2038,1,0.335,10953,4,0.202,26945,9,-0.683,26624,9,0.695,11889,4,1.154,2737,1,0.244,11515,4,1774,144,1445,185,1471
"E01006523","Liverpool City Region","Liverpool 052B",161673.7736955,2197.98037147611,5210,2,37.01,5210,2,0.236,4696,2,0.19,3724,2,3.358,29301,9,1.272,2499,1,0.784,5593,2,14.007,24223,8,41.182,3889,2,0.208,9568,3,0.388,2122,1,-0.893,28496,9,0.188,28156,9,-0.159,18526,6,-0.308,16849,6,1.061,3391,2,0.258,11300,4,1487,162,1040,285,1067.25
"E01006524","Liverpool City Region","Liverpool 048B",472747.813178,3661.16389791808,27925,9,7.312,27925,9,0.044,27689,9,0.024,31745,10,2.436,30380,10,0.426,9993,4,-0.168,19180,6,11.236,27376,9,12.685,21335,7,0.083,21836,7,0.129,16288,5,-0.947,28935,9,0.161,30078,10,-0.596,25473,8,-0.09,15661,5,-0.447,23191,8,0.196,12195,4,2140,151,1588,401,1597.25
"E01006525","Liverpool City Region","Liverpool 049A",419033.558638,3225.83460015405,25797,8,9,25797,8,0.052,25681,8,0.051,24227,8,2.106,30780,10,0.096,14587,5,-0.517,24015,8,9.282,29269,9,29.072,9338,3,0.048,27716,9,0.054,28447,9,-1.317,31264,10,0.182,28660,9,-0.048,16505,6,-2.767,28740,9,0.538,8688,3,0.396,9565,3,1239,189,690,360,721
"E01006526","Liverpool City Region","Liverpool 048C",488577.694536,5409.51742195308,11662,4,23.534,11662,4,0.111,14811,5,0.098,12842,4,5.102,27177,9,0.863,5341,2,0.528,8698,3,6.795,31091,10,50.985,1746,1,0.081,22181,7,0.175,11818,4,-0.735,26913,9,0.216,25554,8,-0.581,25235,8,-1.512,23464,8,1.26,2092,1,0.637,7068,3,1381,193,816,372,837.5
"E01006527","Liverpool City Region","Liverpool 053A",332834.579181,3822.27623226998,14462,5,19.867,14462,5,0.136,11880,4,0.114,10522,4,7.542,24433,8,0.908,4981,2,-0.424,22757,7,7.668,30564,10,18.956,16074,5,0.125,16575,6,0.217,8807,3,-0.557,24698,8,0.243,22439,7,-0.766,27598,9,-0.853,19850,7,0.022,16107,5,0.286,10938,4,1412,218,836,358,829.75
"E01006528","Liverpool City Region","Liverpool 052C",713896.8309695,5313.40313489611,8753,3,28.532,8753,3,0.145,10940,4,0.109,11200,4,12.663,19341,6,0.823,5702,2,0.424,10101,4,18.599,18364,6,58.151,842,1,0.138,15128,5,0.247,7070,3,0.196,12965,4,0.201,27054,9,0.257,11415,4,-0.547,18119,6,1.51,1074,1,0.554,7852,3,1426,246,955,225,963.5
"E01006529","Liverpool City Region","Liverpool 048D",99280.118316,1751.5119294197,15598,5,18.586,15598,5,0.094,17262,6,0.082,15803,5,5.093,27185,9,0.56,8391,3,-0.546,24401,8,4.051,32352,10,53.465,1368,1,0.103,19074,6,0.177,11736,4,-0.56,24733,8,0.192,27827,9,-1.064,30243,10,-1.812,24951,8,1.395,1473,1,0.434,9100,3,1292,226,827,239,843.25
"E01006530","Liverpool City Region","Liverpool 055A",236130.031372,2956.00524569225,23398,8,10.948,23398,8,0.059,23986,8,0.065,20054,7,4.211,28274,9,0.202,13041,4,0.122,14785,5,4.914,32062,10,22.349,13622,5,0.078,22620,7,0.069,25378,8,-0.851,28104,9,0.207,26476,9,-0.611,25672,8,-2.346,27238,9,0.148,14157,5,0.446,8955,3,1379,200,704,475,713.25
"E01006531","Liverpool City Region","Liverpool 055B",432326.552004,4232.72976764265,21586,7,12.522,21586,7,0.091,17800,6,0.069,18906,6,5.156,27126,9,0.463,9550,3,-0.666,25823,8,8.4,30021,10,19.742,15486,5,0.072,23656,8,0.148,14284,5,-0.967,29122,9,0.234,23500,8,-0.215,19502,6,-2.109,26330,9,-0.026,16870,6,0.447,8945,3,1432,177,692,563,712.25
"E01006532","Liverpool City Region","Liverpool 047A",936293.8106095,5845.84364511662,23114,8,11.191,23114,8,0.048,26710,9,0.059,21908,7,1.537,31404,10,-0.115,17815,6,0.406,10351,4,22.099,14209,5,22.836,13239,5,0.038,29317,9,0.085,22451,7,-1.546,32089,10,0.172,29360,9,0.793,4953,2,-3.082,29678,10,-0.059,17392,6,0.823,5471,2,1518,215,780,523,781
"E01006533","Liverpool City Region","Liverpool 055C",922296.5726445,4996.85652262146,9749,3,26.717,9749,3,0.138,11633,4,0.136,7851,3,9.665,22201,7,1.032,3986,2,0.617,7496,3,22.642,13587,5,22.643,13375,5,0.133,15675,5,0.166,12607,4,-0.785,27475,9,0.293,16693,6,0.689,5947,2,-1.579,23813,8,0.021,16119,5,0.689,6588,3,1366,181,714,471,735.5
"E01006534","Liverpool City Region","Liverpool 054A",323090.1782235,3312.91310357359,7047,3,32.109,7047,3,0.179,8093,3,0.167,5200,2,22.035,12518,4,1.191,2922,1,0.425,10096,4,11.834,26737,9,31.308,8100,3,0.173,12077,4,0.238,7626,3,-0.333,21476,7,0.397,7010,3,-0.23,19763,7,-0.731,19164,6,0.543,8618,3,0.628,7152,3,1556,265,960,331,963.25
"E01006535","Liverpool City Region","Liverpool 054B",1805736.381254,7662.93885970725,5200,2,37.037,5200,2,0.175,8388,3,0.163,5454,2,22.19,12418,4,1.436,1718,1,0.995,3560,2,12.526,25975,8,43.62,3264,1,0.176,11846,4,0.237,7652,3,-0.007,16219,5,0.368,9228,3,-0.008,15814,5,-1.322,22505,7,0.964,4141,2,0.814,5534,2,1614,232,966,416,974.75
"E01006536","Liverpool City Region","Liverpool 054C",666885.8589905,5906.46404985151,3954,2,41.081,3954,2,0.227,5127,2,0.206,2875,1,37.629,6016,2,1.334,2183,1,0.428,10057,4,10.01,28604,9,39.444,4446,2,0.264,6118,2,0.302,4590,2,0.611,7505,3,0.433,4863,2,-0.486,23848,8,-0.646,18669,6,0.833,5339,2,0.753,6025,2,1867,304,1139,424,1136
"E01006537","Liverpool City Region","Liverpool 055D",1077344.8177075,5855.22025495274,11474,4,23.838,11474,4,0.129,12582,4,0.091,14017,5,21.755,12698,4,0.519,8886,3,0.118,14841,5,17.656,19582,6,45.939,2686,1,0.219,8839,3,0.128,16478,6,0.23,12446,4,0.332,12539,4,0.142,13221,5,-0.345,17041,6,1.149,2775,1,0.487,8535,3,2521,483,1624,414,1652
"E01006538","Liverpool City Region","Liverpool 055E",422710.3900465,3683.58252713382,13396,5,21.209,13396,5,0.122,13412,5,0.098,12975,4,16.883,15898,5,0.683,7040,3,-0.05,17429,6,6.022,31520,10,36.756,5478,2,0.111,18106,6,0.175,11865,4,-0.287,20761,7,0.341,11607,4,-0.566,25017,8,-1.891,25345,8,0.783,5864,2,0.616,7270,3,1277,183,761,333,780.25
"E01006539","Liverpool City Region","Liverpool 047B",851025.07971,4063.81960586269,24374,8,10.108,24374,8,0.057,24410,8,0.052,23939,8,2.922,29828,10,-0.045,16706,6,-0.268,20588,7,16.881,20579,7,29.372,9163,3,0.056,26271,8,0.088,21926,7,-1.35,31391,10,0.206,26559,9,0.451,8628,3,-2.474,27735,9,0.529,8803,3,0.447,8943,3,1404,176,746,482,760.5
"E01006540","Liverpool City Region","Liverpool 024A",172698.895987,1813.04555237443,30,1,79.58,30,1,0.446,146,1,0.346,152,1,62.124,1508,1,2.681,36,1,1.342,1571,1,19.937,16729,6,64.756,317,1,0.424,1044,1,0.459,982,1,0.796,5537,2,0.576,407,1,-0.401,22550,7,1.645,8081,3,1.639,730,1,0.824,5454,2,1738,365,1142,231,1149.25
"E01006541","Liverpool City Region","Liverpool 015A",677782.3289455,5339.86915205539,1942,1,51.567,1942,1,0.275,3045,1,0.238,1662,1,40.987,5124,2,1.589,1159,1,1.153,2503,1,12.009,26559,9,44.898,2925,1,0.358,2399,1,0.317,4025,2,0.525,8534,3,0.472,3069,1,-0.374,22115,7,-0.309,16855,6,0.991,3928,2,0.865,5124,2,1531,229,898,404,918.75
"E01006542","Liverpool City Region","Liverpool 018A",541022.766396,3457.94515926196,1029,1,58.852,1029,1,0.29,2529,1,0.25,1281,1,44.481,4288,2,1.64,1012,1,1.772,453,1,13.783,24478,8,56.877,974,1,0.382,1812,1,0.247,7094,3,0.502,8819,3,0.5,2073,1,-0.168,18703,6,-0.343,17027,6,1.369,1593,1,0.883,4974,2,1428,235,911,282,911
"E01006543","Liverpool City Region","Liverpool 015B",149614.3408515,2834.33789184411,9246,3,27.597,9246,3,0.116,14224,5,0.104,11927,4,30.018,8551,3,0.814,5768,2,0.611,7572,3,5.871,31616,10,50.866,1768,1,0.158,13323,5,0.118,17586,6,0.108,14334,5,0.428,5084,2,-0.648,26218,8,-1.722,24507,8,1.17,2636,1,0.916,4722,2,1240,196,731,313,740.75
"E01006544","Liverpool City Region","Liverpool 015C",154787.1662525,2636.76347698901,288,1,69.599,288,1,0.388,518,1,0.3,453,1,62.026,1516,1,2.118,241,1,1.089,2873,1,13.513,24800,8,51.538,1657,1,0.412,1248,1,0.488,738,1,1.009,3681,2,0.55,795,1,-1.001,29808,10,0.918,10878,4,1.251,2139,1,0.722,6293,2,1603,366,946,291,938.25
